container_id,container_type,origin_port,origin_country,destination_port,destination_country,transit_days,shipment_status,quantity,category_lvl1,total_cargo_value_usd
CONT302419,20FT Standard,Qingdao,China,Charleston,USA,22,Arrived at Port,988,Vehicles & Parts,186959.24
CONT517154,20FT Standard,Qingdao,China,Charleston,USA,22,Arrived at Port,501,Toys & Games,39513.87
CONT548377,20FT Standard,Qingdao,China,Charleston,USA,22,Arrived at Port,968,Home & Garden,60751.68
CONT378193,20FT Standard,Qingdao,China,Charleston,USA,22,Arrived at Port,437,Home & Garden,54764.84
CONT851871,40FT High Cube,Shanghai,China,Charleston,USA,21,Ready for Pickup,714,Apparel & Accessories,70964.46
CONT942119,40FT High Cube,Shanghai,China,Charleston,USA,21,Ready for Pickup,626,Electronics,9415.04
CONT876833,40FT High Cube,Shanghai,China,Charleston,USA,21,Ready for Pickup,273,Arts & Entertainment,36622.95
CONT361341,40FT High Cube,Shanghai,China,Charleston,USA,21,Ready for Pickup,943,Apparel & Accessories,112367.88
CONT304984,40FT High Cube,Shanghai,China,Charleston,USA,21,Ready for Pickup,240,Unknown,46212.00
CONT977644,40FT High Cube,Shanghai,China,Charleston,USA,21,Ready for Pickup,852,Unknown,131412.48
CONT316578,40FT High Cube,Shanghai,China,Los Angeles,USA,16,Delivered,175,Home & Garden,32614.75
CONT555276,40FT High Cube,Shanghai,China,Los Angeles,USA,16,Delivered,690,Unknown,120832.80
CONT758458,40FT High Cube,Shanghai,China,Los Angeles,USA,16,Delivered,331,Home & Garden,54648.1
CONT717254,40FT High Cube,Shanghai,China,Los Angeles,USA,16,Delivered,723,Electronics,133718.85
CONT850433,40FT High Cube,Shanghai,China,Los Angeles,USA,16,Delivered,566,Toys & Games,91227.88
CONT555322,40FT High Cube,Shanghai,China,Los Angeles,USA,16,Delivered,751,Apparel & Accessories,115240.95
CONT933562,40FT Standard,Qingdao,China,Los Angeles,USA,22,In Transit,962,Electronics,22174.10
CONT694248,40FT Standard,Qingdao,China,Los Angeles,USA,22,In Transit,282,Apparel & Accessories,22165.2
CONT376539,40FT Standard,Qingdao,China,Los Angeles,USA,22,In Transit,498,Apparel & Accessories,78101.34
CONT795405,40FT Standard,Qingdao,China,Los Angeles,USA,22,In Transit,365,Health & Beauty,71744.40
CONT924580,40FT Standard,Qingdao,China,Los Angeles,USA,22,In Transit,354,Apparel & Accessories,46243.02
CONT650636,40FT Standard,Qingdao,China,Los Angeles,USA,22,In Transit,95,Apparel & Accessories,7723.5
CONT636599,40FT Standard,Qingdao,China,Los Angeles,USA,22,In Transit,739,Unknown,132916.54
CONT211569,45FT High Cube,Tianjin,China,Los Angeles,USA,29,In Transit,900,Home & Garden,59211.00
CONT232243,45FT High Cube,Tianjin,China,Los Angeles,USA,29,In Transit,132,Unknown,16851.12
CONT181554,45FT High Cube,Tianjin,China,Los Angeles,USA,29,In Transit,246,Home & Garden,45222.18
CONT754867,45FT High Cube,Tianjin,China,Los Angeles,USA,29,In Transit,525,Electronics,32970.0
CONT950586,45FT High Cube,Tianjin,China,Los Angeles,USA,29,In Transit,225,Unknown,25071.75
CONT557114,45FT High Cube,Tianjin,China,Los Angeles,USA,29,In Transit,869,Apparel & Accessories,170445.66
CONT756950,20FT Reefer,Ningbo,China,Seattle,USA,18,Arrived at Port,375,Apparel & Accessories,49068.75
CONT643776,20FT Reefer,Ningbo,China,Seattle,USA,18,Arrived at Port,704,Unknown,3611.52
CONT734407,20FT Reefer,Ningbo,China,Seattle,USA,18,Arrived at Port,432,Apparel & Accessories,28231.20
CONT977613,20FT Reefer,Ningbo,China,Seattle,USA,18,Arrived at Port,707,Apparel & Accessories,19781.86
CONT106438,20FT Reefer,Ningbo,China,Seattle,USA,18,Arrived at Port,197,Home & Garden,36697.16
CONT722248,20FT Reefer,Ningbo,China,Seattle,USA,18,Arrived at Port,147,Unknown,2720.97
CONT613357,20FT Reefer,Ningbo,China,Seattle,USA,18,Arrived at Port,421,Apparel & Accessories,75657.91
CONT374270,20FT Reefer,Ningbo,China,Seattle,USA,18,Arrived at Port,757,Vehicles & Parts,140620.32
CONT204313,40FT High Cube,Shanghai,China,New York,USA,25,In Transit,756,Hardware,35902.44
CONT308690,40FT High Cube,Shanghai,China,New York,USA,25,In Transit,585,Arts & Entertainment,85819.5
CONT573484,40FT High Cube,Shanghai,China,New York,USA,25,In Transit,827,Apparel & Accessories,161306.35
CONT855795,40FT High Cube,Shanghai,China,New York,USA,25,In Transit,149,Apparel & Accessories,7312.92
CONT918274,40FT High Cube,Shanghai,China,New York,USA,25,In Transit,94,Apparel & Accessories,4148.22
CONT809016,20FT Standard,Shanghai,China,Charleston,USA,22,Ready for Pickup,647,Unknown,48013.87
CONT884413,20FT Standard,Shanghai,China,Charleston,USA,22,Ready for Pickup,877,Unknown,97653.95
CONT522287,20FT Standard,Shanghai,China,Charleston,USA,22,Ready for Pickup,590,Unknown,108925.80
CONT724961,20FT Standard,Shanghai,China,Charleston,USA,22,Ready for Pickup,187,Unknown,36494.92
CONT984160,20FT Standard,Shanghai,China,Charleston,USA,22,Ready for Pickup,806,Unknown,85073.30
CONT409408,20FT Standard,Shanghai,China,Charleston,USA,22,Ready for Pickup,68,Home & Garden,6256.68
CONT142128,20FT Standard,Shanghai,China,Charleston,USA,22,Ready for Pickup,854,Apparel & Accessories,99029.84
CONT639471,40FT High Cube,Shanghai,China,Charleston,USA,16,Arrived at Port,931,Apparel & Accessories,164228.4
CONT492218,40FT High Cube,Shanghai,China,Charleston,USA,16,Arrived at Port,635,Hardware,72739.25
CONT104773,40FT High Cube,Shanghai,China,Charleston,USA,16,Arrived at Port,138,Unknown,20241.84
CONT871077,40FT High Cube,Shanghai,China,Charleston,USA,16,Arrived at Port,392,Apparel & Accessories,66275.44
CONT337814,40FT High Cube,Shanghai,China,Charleston,USA,16,Arrived at Port,115,Unknown,17494.95
CONT819289,40FT High Cube,Shanghai,China,Charleston,USA,16,Arrived at Port,227,Electronics,44074.32
CONT336230,20FT Reefer,Tianjin,China,Oakland,USA,28,Delivered,445,Electronics,70884.05
CONT863948,20FT Reefer,Tianjin,China,Oakland,USA,28,Delivered,130,Apparel & Accessories,15282.80
CONT599697,20FT Reefer,Tianjin,China,Oakland,USA,28,Delivered,94,Apparel & Accessories,3573.88
CONT698913,20FT Reefer,Tianjin,China,Oakland,USA,28,Delivered,536,Unknown,41534.64
CONT843853,20FT Reefer,Tianjin,China,Oakland,USA,28,Delivered,891,Apparel & Accessories,160335.45
CONT476869,40FT Standard,Qingdao,China,Long Beach,USA,17,Ready for Pickup,545,Apparel & Accessories,79368.35
CONT464581,40FT Standard,Qingdao,China,Long Beach,USA,17,Ready for Pickup,404,Electronics,15877.2
CONT710629,40FT Standard,Qingdao,China,Long Beach,USA,17,Ready for Pickup,467,Apparel & Accessories,31625.24
CONT954514,40FT Standard,Qingdao,China,Long Beach,USA,17,Ready for Pickup,725,Apparel & Accessories,29021.75
CONT460443,40FT Standard,Qingdao,China,Long Beach,USA,17,Ready for Pickup,143,Home & Garden,25428.26
CONT837864,40FT Standard,Qingdao,China,Long Beach,USA,17,Ready for Pickup,413,Arts & Entertainment,19881.82
CONT606744,40FT Standard,Qingdao,China,Long Beach,USA,17,Ready for Pickup,772,Unknown,48118.76
CONT979826,20FT Reefer,Guangzhou,China,Savannah,USA,22,Arrived at Port,242,Apparel & Accessories,32215.04
CONT955661,20FT Reefer,Guangzhou,China,Savannah,USA,22,Arrived at Port,261,Home & Garden,38437.47
CONT296319,20FT Reefer,Guangzhou,China,Savannah,USA,22,Arrived at Port,170,Unknown,30511.60
CONT411017,20FT Reefer,Guangzhou,China,Savannah,USA,22,Arrived at Port,536,Unknown,91907.92
CONT139407,20FT Reefer,Guangzhou,China,Savannah,USA,22,Arrived at Port,708,Vehicles & Parts,6740.16
CONT678706,20FT Reefer,Guangzhou,China,Savannah,USA,22,Arrived at Port,801,Unknown,58368.87
CONT165073,20FT Reefer,Guangzhou,China,Savannah,USA,22,Arrived at Port,749,Unknown,78412.81
CONT789547,40FT High Cube,Dalian,China,Charleston,USA,25,Arrived at Port,524,Unknown,66668.52
CONT884042,40FT High Cube,Dalian,China,Charleston,USA,25,Arrived at Port,152,Apparel & Accessories,22143.36
CONT680498,40FT High Cube,Dalian,China,Charleston,USA,25,Arrived at Port,993,Hardware,192502.98
CONT595392,40FT High Cube,Dalian,China,Charleston,USA,25,Arrived at Port,138,Electronics,11654.10
CONT602617,40FT High Cube,Dalian,China,Charleston,USA,25,Arrived at Port,744,Unknown,14946.96
CONT999990,40FT High Cube,Dalian,China,Charleston,USA,25,Arrived at Port,179,Electronics,12046.7
CONT514969,45FT High Cube,Qingdao,China,Oakland,USA,22,In Transit,101,Hardware,10623.18
CONT434787,45FT High Cube,Qingdao,China,Oakland,USA,22,In Transit,358,Health & Beauty,4227.98
CONT801325,45FT High Cube,Qingdao,China,Oakland,USA,22,In Transit,358,Electronics,18716.24
CONT154051,45FT High Cube,Qingdao,China,Oakland,USA,22,In Transit,377,Apparel & Accessories,26420.16
CONT474665,45FT High Cube,Qingdao,China,Oakland,USA,22,In Transit,434,Apparel & Accessories,57478.96
CONT399397,45FT High Cube,Qingdao,China,Oakland,USA,22,In Transit,354,Hardware,18354.90
CONT473117,20FT Reefer,Shanghai,China,Seattle,USA,20,In Transit,764,Apparel & Accessories,30781.56
CONT410696,20FT Reefer,Shanghai,China,Seattle,USA,20,In Transit,864,Hardware,85311.36
CONT376227,20FT Reefer,Shanghai,China,Seattle,USA,20,In Transit,806,Sporting Goods,11936.86
CONT919185,20FT Reefer,Shanghai,China,Seattle,USA,20,In Transit,884,Unknown,141475.36
CONT203966,20FT Reefer,Shanghai,China,Seattle,USA,20,In Transit,652,Home & Garden,119857.16
CONT909880,20FT Reefer,Xiamen,China,Oakland,USA,21,In Transit,945,Apparel & Accessories,87138.45
CONT387298,20FT Reefer,Xiamen,China,Oakland,USA,21,In Transit,214,Apparel & Accessories,11172.94
CONT190560,20FT Reefer,Xiamen,China,Oakland,USA,21,In Transit,469,Apparel & Accessories,70715.82
CONT756832,20FT Reefer,Xiamen,China,Oakland,USA,21,In Transit,528,Unknown,92447.52
CONT968522,20FT Reefer,Xiamen,China,Oakland,USA,21,In Transit,595,Unknown,64188.60
CONT367922,45FT High Cube,Ningbo,China,Savannah,USA,21,In Transit,950,Apparel & Accessories,83695.0
CONT991616,45FT High Cube,Ningbo,China,Savannah,USA,21,In Transit,942,Home & Garden,41448
CONT458830,45FT High Cube,Ningbo,China,Savannah,USA,21,In Transit,719,Apparel & Accessories,79888.09
CONT392119,45FT High Cube,Ningbo,China,Savannah,USA,21,In Transit,374,Unknown,44749.10
CONT818373,45FT High Cube,Ningbo,China,Savannah,USA,21,In Transit,399,Home & Garden,60875.43
CONT227505,45FT High Cube,Ningbo,China,Savannah,USA,21,In Transit,140,Apparel & Accessories,23790.20
CONT382042,40FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,329,Office Supplies,5698.28
CONT890032,40FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,453,Apparel & Accessories,20357.82
CONT871802,40FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,202,Apparel & Accessories,20159.6
CONT843380,40FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,355,Home & Garden,36476.25
CONT870181,40FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,78,Electronics,14374.62
CONT578164,40FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,673,Unknown,21542.73
CONT640750,40FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,357,Health & Beauty,24711.54
CONT674873,40FT Standard,Dalian,China,Oakland,USA,24,Customs Clearance,926,Unknown,143678.16
CONT646041,45FT High Cube,Dalian,China,Long Beach,USA,22,Ready for Pickup,718,Cameras & Optics,116933.48
CONT972880,45FT High Cube,Dalian,China,Long Beach,USA,22,Ready for Pickup,969,Apparel & Accessories,79574.28
CONT220687,45FT High Cube,Dalian,China,Long Beach,USA,22,Ready for Pickup,506,Home & Garden,31802.10
CONT631359,45FT High Cube,Dalian,China,Long Beach,USA,22,Ready for Pickup,403,Unknown,59591.61
CONT680596,45FT High Cube,Dalian,China,Long Beach,USA,22,Ready for Pickup,614,Apparel & Accessories,52932.94
CONT826725,45FT High Cube,Dalian,China,Long Beach,USA,22,Ready for Pickup,614,Apparel & Accessories,100088.14
CONT131536,40FT High Cube,Dalian,China,Charleston,USA,27,Arrived at Port,198,Home & Garden,18315.0
CONT976321,40FT High Cube,Dalian,China,Charleston,USA,27,Arrived at Port,864,Unknown,131578.56
CONT176739,40FT High Cube,Dalian,China,Charleston,USA,27,Arrived at Port,966,Apparel & Accessories,126430.08
CONT841582,40FT High Cube,Dalian,China,Charleston,USA,27,Arrived at Port,562,Apparel & Accessories,106875.54
CONT875708,40FT High Cube,Dalian,China,Charleston,USA,27,Arrived at Port,205,Apparel & Accessories,10377.10
CONT447423,40FT Standard,Ningbo,China,Los Angeles,USA,26,Delivered,411,Apparel & Accessories,16990.74
CONT725721,40FT Standard,Ningbo,China,Los Angeles,USA,26,Delivered,228,Unknown,27542.4
CONT195386,40FT Standard,Ningbo,China,Los Angeles,USA,26,Delivered,892,Apparel & Accessories,170318.48
CONT299546,40FT Standard,Ningbo,China,Los Angeles,USA,26,Delivered,200,Home & Garden,4000
CONT809371,40FT Standard,Ningbo,China,Los Angeles,USA,26,Delivered,347,Electronics,48684.1
CONT588805,40FT Standard,Ningbo,China,Los Angeles,USA,26,Delivered,436,Health & Beauty,82513.00
CONT309154,40FT Standard,Ningbo,China,Los Angeles,USA,26,Delivered,810,Arts & Entertainment,59397.30
CONT873466,20FT Reefer,Shanghai,China,Long Beach,USA,29,Delivered,451,Apparel & Accessories,13065.47
CONT931128,20FT Reefer,Shanghai,China,Long Beach,USA,29,Delivered,336,Hardware,40635.84
CONT974663,20FT Reefer,Shanghai,China,Long Beach,USA,29,Delivered,793,Unknown,148901.61
CONT152076,20FT Reefer,Shanghai,China,Long Beach,USA,29,Delivered,214,Mature,20473.38
CONT364765,20FT Reefer,Shanghai,China,Long Beach,USA,29,Delivered,975,Unknown,153211.50
CONT670827,20FT Reefer,Shanghai,China,Long Beach,USA,29,Delivered,597,Apparel & Accessories,81084.54
CONT921652,20FT Reefer,Shanghai,China,Long Beach,USA,29,Delivered,255,Unknown,29248.5
CONT193741,40FT Standard,Shenzhen,China,Oakland,USA,18,Customs Clearance,949,Unknown,120380.65
CONT805908,40FT Standard,Shenzhen,China,Oakland,USA,18,Customs Clearance,320,Vehicles & Parts,42480.00
CONT712872,40FT Standard,Shenzhen,China,Oakland,USA,18,Customs Clearance,585,Health & Beauty,90353.25
CONT539510,40FT Standard,Shenzhen,China,Oakland,USA,18,Customs Clearance,287,Hardware,8535.38
CONT329858,20FT Reefer,Qingdao,China,Los Angeles,USA,24,Arrived at Port,893,Arts & Entertainment,33862.56
CONT643822,20FT Reefer,Qingdao,China,Los Angeles,USA,24,Arrived at Port,317,Unknown,61998.86
CONT302315,20FT Reefer,Qingdao,China,Los Angeles,USA,24,Arrived at Port,65,Unknown,4439.5
CONT192258,20FT Reefer,Qingdao,China,Los Angeles,USA,24,Arrived at Port,860,Apparel & Accessories,51806.40
CONT708796,20FT Reefer,Qingdao,China,Los Angeles,USA,24,Arrived at Port,495,Apparel & Accessories,57014.10
CONT696243,20FT Reefer,Qingdao,China,Los Angeles,USA,24,Arrived at Port,487,Home & Garden,61999.97
CONT146790,20FT Reefer,Qingdao,China,Los Angeles,USA,24,Arrived at Port,61,Unknown,8099.58
CONT645826,40FT Standard,Qingdao,China,Seattle,USA,23,Delivered,720,Electronics,91879.20
CONT486459,40FT Standard,Qingdao,China,Seattle,USA,23,Delivered,410,Apparel & Accessories,6793.70
CONT239326,40FT Standard,Qingdao,China,Seattle,USA,23,Delivered,236,Apparel & Accessories,11783.48
CONT523837,40FT Standard,Qingdao,China,Seattle,USA,23,Delivered,920,Home & Garden,70610.00
CONT303035,40FT Standard,Qingdao,China,Seattle,USA,23,Delivered,654,Apparel & Accessories,34151.88
CONT704268,40FT Standard,Qingdao,China,Seattle,USA,23,Delivered,517,Home & Garden,25379.53
CONT872179,40FT Standard,Qingdao,China,Seattle,USA,23,Delivered,635,Electronics,58928.0
CONT376115,40FT High Cube,Shenzhen,China,Oakland,USA,26,In Transit,601,Unknown,61079.63
CONT131967,40FT High Cube,Shenzhen,China,Oakland,USA,26,In Transit,128,Animals & Pet Supplies,22576.64
CONT524415,40FT High Cube,Shenzhen,China,Oakland,USA,26,In Transit,404,Toys & Games,21933.16
CONT275877,40FT High Cube,Shenzhen,China,Oakland,USA,26,In Transit,584,Apparel & Accessories,100979.44
CONT343941,40FT High Cube,Shenzhen,China,Oakland,USA,26,In Transit,358,Apparel & Accessories,20588.58
CONT134803,40FT High Cube,Shenzhen,China,Oakland,USA,26,In Transit,757,Unknown,22096.83
CONT279354,20FT Standard,Xiamen,China,Oakland,USA,28,In Transit,728,Electronics,100056.32
CONT364028,20FT Standard,Xiamen,China,Oakland,USA,28,In Transit,884,Apparel & Accessories,46197.84
CONT382559,20FT Standard,Xiamen,China,Oakland,USA,28,In Transit,734,Apparel & Accessories,75734.12
CONT967917,20FT Standard,Xiamen,China,Oakland,USA,28,In Transit,214,Unknown,4727.26
CONT545064,20FT Standard,Xiamen,China,Oakland,USA,28,In Transit,723,Health & Beauty,131846.28
CONT634303,40FT High Cube,Shanghai,China,Oakland,USA,15,Delivered,823,Unknown,152370.22
CONT596695,40FT High Cube,Shanghai,China,Oakland,USA,15,Delivered,245,Unknown,46621.05
CONT507671,40FT High Cube,Shanghai,China,Oakland,USA,15,Delivered,358,Unknown,18734.14
CONT718348,40FT Standard,Shanghai,China,Long Beach,USA,20,In Transit,697,Unknown,126867.94
CONT801742,40FT Standard,Shanghai,China,Long Beach,USA,20,In Transit,509,Apparel & Accessories,98959.78
CONT421909,40FT Standard,Shanghai,China,Long Beach,USA,20,In Transit,932,Electronics,149567.36
CONT777878,40FT Standard,Shanghai,China,Long Beach,USA,20,In Transit,523,Apparel & Accessories,69647.91
CONT607611,40FT Standard,Shanghai,China,Long Beach,USA,20,In Transit,786,Hardware,23304.90
CONT882260,20FT Reefer,Tianjin,China,Seattle,USA,16,Delivered,126,Health & Beauty,9470.16
CONT603619,20FT Reefer,Tianjin,China,Seattle,USA,16,Delivered,664,Home & Garden,54122.64
CONT372093,20FT Reefer,Tianjin,China,Seattle,USA,16,Delivered,90,Unknown,16307.10
CONT436364,20FT Reefer,Tianjin,China,Seattle,USA,16,Delivered,62,Apparel & Accessories,1419.18
CONT483253,20FT Reefer,Tianjin,China,Seattle,USA,16,Delivered,925,Apparel & Accessories,62641.00
CONT537007,20FT Reefer,Tianjin,China,Seattle,USA,16,Delivered,975,Electronics,138791.25
CONT996993,20FT Reefer,Tianjin,China,Seattle,USA,16,Delivered,610,Hardware,74133.30
CONT929059,40FT High Cube,Shenzhen,China,Seattle,USA,16,Arrived at Port,268,Unknown,47604.84
CONT174820,40FT High Cube,Shenzhen,China,Seattle,USA,16,Arrived at Port,793,Unknown,44820.36
CONT470796,40FT High Cube,Shenzhen,China,Seattle,USA,16,Arrived at Port,589,Apparel & Accessories,8999.92
CONT607162,40FT High Cube,Shenzhen,China,Seattle,USA,16,Arrived at Port,136,Unknown,11177.84
CONT857576,40FT High Cube,Shenzhen,China,Seattle,USA,16,Arrived at Port,167,Mature,32994.19
CONT740092,20FT Reefer,Shanghai,China,Charleston,USA,23,In Transit,758,Electronics,90277.8
CONT657213,20FT Reefer,Shanghai,China,Charleston,USA,23,In Transit,194,Animals & Pet Supplies,21151.82
CONT466095,20FT Reefer,Shanghai,China,Charleston,USA,23,In Transit,658,Apparel & Accessories,6612.90
CONT717871,20FT Reefer,Shenzhen,China,Long Beach,USA,17,Arrived at Port,163,Unknown,5773.46
CONT510717,20FT Reefer,Shenzhen,China,Long Beach,USA,17,Arrived at Port,172,Hardware,26964.44
CONT418029,20FT Reefer,Shenzhen,China,Long Beach,USA,17,Arrived at Port,554,Apparel & Accessories,95254.76
CONT499537,20FT Reefer,Shenzhen,China,Long Beach,USA,17,Arrived at Port,946,Hardware,104078.92
CONT892376,20FT Reefer,Shenzhen,China,Long Beach,USA,17,Arrived at Port,372,Unknown,52838.88
CONT807733,20FT Reefer,Shenzhen,China,Long Beach,USA,17,Arrived at Port,410,Unknown,57695.20
CONT835789,20FT Reefer,Shenzhen,China,Long Beach,USA,17,Arrived at Port,959,Unknown,86079.84
CONT617615,20FT Reefer,Shenzhen,China,Long Beach,USA,17,Arrived at Port,684,Home & Garden,109316.88
CONT776630,40FT Standard,Dalian,China,Oakland,USA,27,Arrived at Port,311,Hardware,18737.75
CONT447426,40FT Standard,Dalian,China,Oakland,USA,27,Arrived at Port,445,Toys & Games,66999.20
CONT288253,40FT Standard,Dalian,China,Oakland,USA,27,Arrived at Port,51,Unknown,1967.58
CONT665280,40FT Standard,Dalian,China,Oakland,USA,27,Arrived at Port,925,Health & Beauty,106458.25
CONT902282,40FT Standard,Dalian,China,Oakland,USA,27,Arrived at Port,103,Electronics,14628.06
CONT339836,20FT Standard,Shanghai,China,Los Angeles,USA,25,Delivered,660,Unknown,84064.20
CONT270493,20FT Standard,Shanghai,China,Los Angeles,USA,25,Delivered,351,Apparel & Accessories,43597.71
CONT602544,20FT Standard,Shanghai,China,Los Angeles,USA,25,Delivered,536,Unknown,50426.88
CONT266092,20FT Standard,Shanghai,China,Los Angeles,USA,25,Delivered,231,Unknown,29413.23
CONT505212,20FT Standard,Shanghai,China,Los Angeles,USA,25,Delivered,607,Toys & Games,74903.8
CONT677994,20FT Reefer,Shanghai,China,Oakland,USA,21,Arrived at Port,384,Unknown,9818.88
CONT677971,20FT Reefer,Shanghai,China,Oakland,USA,21,Arrived at Port,814,Home & Garden,130158.6
CONT541359,20FT Reefer,Shanghai,China,Oakland,USA,21,Arrived at Port,719,Unknown,8361.97
CONT148686,40FT High Cube,Guangzhou,China,Charleston,USA,22,In Transit,264,Apparel & Accessories,27155.04
CONT637179,40FT High Cube,Guangzhou,China,Charleston,USA,22,In Transit,602,Toys & Games,48298.46
CONT393691,40FT High Cube,Guangzhou,China,Charleston,USA,22,In Transit,518,Apparel & Accessories,64641.22
CONT736737,40FT High Cube,Guangzhou,China,Charleston,USA,22,In Transit,997,Apparel & Accessories,183757.07
CONT918038,45FT High Cube,Tianjin,China,Seattle,USA,25,Arrived at Port,517,Cameras & Optics,21962.16
CONT416334,45FT High Cube,Tianjin,China,Seattle,USA,25,Arrived at Port,984,Unknown,6671.52
CONT886624,45FT High Cube,Tianjin,China,Seattle,USA,25,Arrived at Port,863,Office Supplies,14947.16
CONT439538,45FT High Cube,Tianjin,China,Seattle,USA,25,Arrived at Port,635,Apparel & Accessories,64458.85
CONT641405,45FT High Cube,Tianjin,China,Seattle,USA,25,Arrived at Port,214,Apparel & Accessories,6049.78
CONT671417,45FT High Cube,Tianjin,China,Seattle,USA,25,Arrived at Port,749,Apparel & Accessories,145545.68
CONT732677,45FT High Cube,Tianjin,China,Seattle,USA,25,Arrived at Port,843,Apparel & Accessories,106867.11
CONT472671,40FT Standard,Ningbo,China,Savannah,USA,24,Customs Clearance,286,Home & Garden,7727.72
CONT193358,40FT Standard,Ningbo,China,Savannah,USA,24,Customs Clearance,854,Business & Industrial,5798.66
CONT508866,40FT Standard,Ningbo,China,Savannah,USA,24,Customs Clearance,135,Animals & Pet Supplies,11615.40
CONT186069,40FT Standard,Ningbo,China,Savannah,USA,24,Customs Clearance,464,Home & Garden,73910.56
CONT959400,40FT Standard,Ningbo,China,Savannah,USA,24,Customs Clearance,870,Unknown,42160.20
CONT173063,40FT Standard,Ningbo,China,Savannah,USA,24,Customs Clearance,947,Apparel & Accessories,104188.94
CONT481554,40FT Standard,Ningbo,China,Savannah,USA,24,Customs Clearance,991,Unknown,43861.66
CONT545354,40FT Standard,Ningbo,China,Savannah,USA,24,Customs Clearance,909,Unknown,31442.31
CONT643328,20FT Reefer,Shanghai,China,Los Angeles,USA,15,Arrived at Port,652,Apparel & Accessories,92075.44
CONT201481,20FT Reefer,Shanghai,China,Los Angeles,USA,15,Arrived at Port,846,Unknown,165655.26
CONT802119,20FT Reefer,Shanghai,China,Los Angeles,USA,15,Arrived at Port,868,Hardware,37124.36
CONT987906,20FT Standard,Shenzhen,China,Charleston,USA,16,In Transit,997,Unknown,68055.22
CONT921977,20FT Standard,Shenzhen,China,Charleston,USA,16,In Transit,121,Apparel & Accessories,9689.68
CONT327225,20FT Standard,Shenzhen,China,Charleston,USA,16,In Transit,941,Unknown,67582.62
CONT468130,20FT Standard,Shenzhen,China,Charleston,USA,16,In Transit,204,Unknown,26899.44
CONT403351,20FT Standard,Shenzhen,China,Charleston,USA,16,In Transit,798,Apparel & Accessories,91913.64
CONT218382,45FT High Cube,Tianjin,China,New York,USA,24,In Transit,832,Sporting Goods,91170.56
CONT681412,45FT High Cube,Tianjin,China,New York,USA,24,In Transit,716,Toys & Games,88941.52
CONT786733,45FT High Cube,Tianjin,China,New York,USA,24,In Transit,741,Apparel & Accessories,15516.54
CONT725108,45FT High Cube,Tianjin,China,New York,USA,24,In Transit,334,Apparel & Accessories,61549.52
CONT280236,45FT High Cube,Tianjin,China,New York,USA,24,In Transit,360,Unknown,37940.40
CONT123754,45FT High Cube,Ningbo,China,Charleston,USA,16,Arrived at Port,169,Apparel & Accessories,2540.07
CONT954111,45FT High Cube,Ningbo,China,Charleston,USA,16,Arrived at Port,698,Apparel & Accessories,79139.24
CONT578793,45FT High Cube,Ningbo,China,Charleston,USA,16,Arrived at Port,500,Electronics,10595.00
CONT832147,45FT High Cube,Ningbo,China,Charleston,USA,16,Arrived at Port,802,Unknown,69565.48
CONT375466,45FT High Cube,Ningbo,China,Charleston,USA,16,Arrived at Port,751,Electronics,69692.8
CONT161172,45FT High Cube,Ningbo,China,Charleston,USA,16,Arrived at Port,670,Electronics,40059.30
CONT142729,45FT High Cube,Ningbo,China,Charleston,USA,16,Arrived at Port,158,Unknown,17372.10
CONT358339,40FT High Cube,Qingdao,China,Charleston,USA,15,Delivered,670,Furniture,117196.40
CONT983378,40FT High Cube,Qingdao,China,Charleston,USA,15,Delivered,293,Electronics,6073.89
CONT285677,40FT High Cube,Qingdao,China,Charleston,USA,15,Delivered,616,Home & Garden,88599.28
CONT338664,40FT High Cube,Qingdao,China,Charleston,USA,15,Delivered,59,Hardware,793.55
CONT892650,40FT High Cube,Qingdao,China,Charleston,USA,15,Delivered,245,Sporting Goods,24938.55
CONT964828,40FT High Cube,Qingdao,China,Charleston,USA,15,Delivered,151,Apparel & Accessories,24614.51
CONT625667,40FT High Cube,Qingdao,China,Charleston,USA,15,Delivered,414,Cameras & Optics,33082.74
CONT596035,40FT High Cube,Qingdao,China,Charleston,USA,15,Delivered,272,Home & Garden,23824.48
CONT802977,40FT High Cube,Ningbo,China,Los Angeles,USA,17,In Transit,855,Unknown,103685.85
CONT402309,40FT High Cube,Ningbo,China,Los Angeles,USA,17,In Transit,955,Apparel & Accessories,160793.35
CONT103207,40FT High Cube,Ningbo,China,Los Angeles,USA,17,In Transit,469,Apparel & Accessories,40118.26
CONT879211,40FT High Cube,Ningbo,China,Los Angeles,USA,17,In Transit,396,Unknown,29470.32
CONT468153,20FT Reefer,Shanghai,China,New York,USA,22,Ready for Pickup,638,Apparel & Accessories,17028.22
CONT451819,20FT Reefer,Shanghai,China,New York,USA,22,Ready for Pickup,336,Home & Garden,52288.32
CONT663450,20FT Reefer,Shanghai,China,New York,USA,22,Ready for Pickup,787,Sporting Goods,41325.37
CONT404675,20FT Reefer,Shanghai,China,New York,USA,22,Ready for Pickup,377,Apparel & Accessories,17353.31
